Participant_ID,Age_Group,Cognitive_Level,Game_Session_ID,Time_Spent,Total_Actions,Correct_Responses,Incorrect_Responses,Hint_Usage,Game_Completion_Status,Engagement_Level,Eye_Tracking_Focus_Duration,Touch_Interactions,Facial_Expression_Sentiment,Reaction_Time,Museum_Exhibit_Type,Crowd_Level,Performance_Level
P957,6-8,Advanced,S957,526,73,62,11,1,1,Medium,24.33,35,Frustrated,2.17,VR-based,Low,Struggling
P958,3-5,Early,S958,312,40,19,21,3,1,High,21.04,39,Happy,1.81,Physical Display,High,Struggling
P959,3-5,Developing,S959,433,33,23,10,0,1,Medium,9.51,27,Happy,1.0,Physical Display,Medium,Struggling
P960,6-8,Developing,S960,336,98,7,91,5,0,High,6.66,31,Happy,2.26,AR-based,Low,Struggling
P961,6-8,Early,S961,441,99,4,95,4,1,Medium,9.85,22,Frustrated,1.05,AR-based,Medium,Struggling
P962,3-5,Advanced,S962,522,38,13,25,4,1,Medium,13.33,27,Happy,2.96,Physical Display,Medium,Struggling
P963,6-8,Developing,S963,156,93,72,21,3,0,Low,15.79,46,Happy,0.86,VR-based,High,Disengaged
P964,6-8,Developing,S964,475,28,15,13,4,1,Medium,19.95,48,Neutral,0.78,VR-based,High,Struggling
P965,6-8,Advanced,S965,372,14,2,12,4,1,Medium,27.82,28,Frustrated,1.69,Physical Display,Low,Struggling
P966,6-8,Advanced,S966,453,61,47,14,0,0,High,8.03,26,Happy,0.55,Physical Display,High,Optimal
P967,9-12,Developing,S967,594,35,10,25,3,1,Medium,22.86,43,Neutral,0.51,Physical Display,High,Struggling
P968,9-12,Developing,S968,150,73,1,72,0,0,High,21.34,47,Frustrated,1.21,AR-based,High,Struggling
P969,6-8,Advanced,S969,521,47,38,9,2,0,Medium,20.62,5,Frustrated,1.91,AR-based,Low,Struggling
P970,9-12,Developing,S970,594,37,25,12,5,1,High,7.11,32,Neutral,0.57,AR-based,Medium,Struggling
P971,3-5,Early,S971,550,92,3,89,0,0,High,6.06,14,Happy,0.83,Physical Display,Medium,Struggling
P972,3-5,Developing,S972,187,78,56,22,4,1,High,24.41,44,Neutral,2.07,VR-based,High,Optimal
P973,9-12,Developing,S973,312,15,12,3,0,0,High,27.98,10,Neutral,0.85,VR-based,High,Optimal
P974,3-5,Developing,S974,430,87,4,83,3,1,High,8.41,12,Frustrated,2.57,VR-based,Low,Struggling
P975,6-8,Developing,S975,466,41,15,26,3,0,High,10.02,42,Frustrated,0.8,VR-based,Medium,Struggling
P976,3-5,Developing,S976,190,80,40,40,5,0,High,22.87,27,Neutral,1.2,Physical Display,Medium,Struggling
P977,6-8,Early,S977,436,21,10,11,1,1,Low,23.84,19,Happy,0.65,AR-based,Low,Disengaged
P978,3-5,Advanced,S978,377,93,29,64,0,0,Medium,24.37,39,Happy,1.55,AR-based,Medium,Struggling
P979,3-5,Advanced,S979,522,98,53,45,3,0,Medium,7.03,22,Frustrated,0.86,VR-based,High,Struggling
P980,6-8,Early,S980,434,61,16,45,4,0,Medium,24.56,35,Frustrated,1.6,AR-based,Low,Struggling
P981,3-5,Advanced,S981,42,74,66,8,2,1,Medium,17.6,30,Frustrated,1.95,Physical Display,Medium,Disengaged
P982,9-12,Advanced,S982,291,31,12,19,1,1,Medium,5.64,43,Happy,2.98,AR-based,Medium,Struggling
P983,3-5,Advanced,S983,341,80,77,3,4,0,Low,19.59,13,Neutral,1.47,Physical Display,High,Disengaged
P984,9-12,Advanced,S984,73,35,17,18,5,0,Medium,21.6,40,Happy,0.69,VR-based,Medium,Struggling
P985,3-5,Advanced,S985,364,73,5,68,4,1,High,19.39,46,Happy,1.99,VR-based,Medium,Struggling
P986,9-12,Early,S986,244,62,22,40,5,0,Medium,22.41,23,Frustrated,0.6,VR-based,High,Struggling
P987,3-5,Developing,S987,110,13,7,6,1,0,Low,12.29,43,Neutral,0.96,VR-based,High,Disengaged
P988,9-12,Developing,S988,212,37,30,7,0,1,Medium,19.06,40,Frustrated,0.75,AR-based,Low,Struggling
P989,9-12,Early,S989,340,19,0,19,4,0,Medium,14.21,34,Frustrated,2.01,Physical Display,Low,Struggling
P990,6-8,Early,S990,243,43,41,2,5,0,Low,18.01,35,Neutral,1.46,AR-based,Medium,Disengaged
P991,3-5,Early,S991,317,42,11,31,1,0,Low,18.44,18,Neutral,1.69,VR-based,Medium,Disengaged
P992,6-8,Early,S992,318,25,9,16,0,1,High,25.37,6,Frustrated,1.68,AR-based,High,Struggling
P993,9-12,Developing,S993,53,12,10,2,2,0,Medium,18.7,45,Frustrated,1.97,AR-based,High,Disengaged
P994,9-12,Advanced,S994,351,74,27,47,0,0,High,18.98,16,Neutral,0.68,AR-based,High,Struggling
P995,9-12,Advanced,S995,400,77,12,65,5,1,Low,23.21,14,Neutral,1.0,Physical Display,Medium,Disengaged
P996,9-12,Advanced,S996,105,93,34,59,2,0,High,6.5,31,Frustrated,0.71,AR-based,High,Struggling
P997,3-5,Developing,S997,111,98,20,78,3,0,High,24.43,47,Neutral,0.94,VR-based,Low,Struggling
P998,6-8,Advanced,S998,349,88,45,43,3,0,High,18.66,8,Neutral,2.57,Physical Display,Low,Struggling
P999,3-5,Developing,S999,203,82,73,9,3,1,Low,11.2,45,Happy,2.6,VR-based,Low,Disengaged
P1000,6-8,Early,S1000,119,42,22,20,5,0,Medium,10.31,20,Frustrated,1.54,VR-based,Medium,Struggling
